epoch,step,test_loss,train_loss_epoch,train_loss_step,valid_loss
0,49,,,30.916088104248047,
0,99,,,35.20821762084961,
0,149,,,28.83529281616211,
0,199,,,23.43690299987793,
0,239,,,,20.273582458496094
0,239,,28.733539581298828,,
1,249,,,17.83262062072754,
1,299,,,13.431267738342285,
1,349,,,9.535713195800781,
1,399,,,9.547259330749512,
1,449,,,10.78946590423584,
1,479,,,,10.430480003356934
1,479,,13.745333671569824,,
2,499,,,8.47446346282959,
2,549,,,8.422996520996094,
2,599,,,11.632821083068848,
2,649,,,8.338747024536133,
2,699,,,8.506704330444336,
2,719,,,,9.493534088134766
2,719,,9.8886137008667,,
3,749,,,6.787735939025879,
3,799,,,8.800052642822266,
3,849,,,7.959796905517578,
3,899,,,12.684558868408203,
3,949,,,10.029764175415039,
3,959,,,,8.938993453979492
3,959,,9.393887519836426,,
4,999,,,9.58708381652832,
4,1049,,,8.244095802307129,
4,1099,,,7.085251808166504,
4,1149,,,9.507783889770508,
4,1199,,,11.954813003540039,
4,1199,,,,8.938161849975586
4,1199,,9.07065200805664,,
5,1249,,,9.357020378112793,
5,1299,,,10.628951072692871,
5,1349,,,8.062246322631836,
5,1399,,,8.06479549407959,
5,1439,,,,9.011268615722656
5,1439,,8.888023376464844,,
6,1449,,,9.560813903808594,
6,1499,,,7.0978217124938965,
6,1549,,,6.066633224487305,
6,1599,,,7.386251449584961,
6,1649,,,7.962800979614258,
6,1679,,,,8.930713653564453
6,1679,,8.719352722167969,,
7,1699,,,7.227643013000488,
7,1749,,,8.322067260742188,
7,1799,,,10.784746170043945,
7,1849,,,6.71198034286499,
7,1899,,,6.351327419281006,
7,1919,,,,8.35468578338623
7,1919,,8.579821586608887,,
8,1949,,,5.843840599060059,
8,1999,,,8.422683715820312,
8,2049,,,7.058521270751953,
8,2099,,,12.248010635375977,
8,2149,,,9.041290283203125,
8,2159,,,,8.732782363891602
8,2159,,8.468162536621094,,
9,2199,,,8.942224502563477,
9,2249,,,8.046579360961914,
9,2299,,,5.973296165466309,
9,2349,,,8.646183013916016,
9,2399,,,9.512913703918457,
9,2399,,,,8.51923942565918
9,2399,,8.352328300476074,,
10,2449,,,8.926109313964844,
10,2499,,,10.279077529907227,
10,2549,,,7.905167579650879,
10,2599,,,7.435187339782715,
10,2639,,,,8.35138988494873
10,2639,,8.270126342773438,,
11,2649,,,8.71064567565918,
11,2699,,,6.34071159362793,
11,2749,,,5.680456161499023,
11,2799,,,7.4554548263549805,
11,2849,,,8.095035552978516,
11,2879,,,,8.799036979675293
11,2879,,8.16543960571289,,
12,2899,,,7.0750322341918945,
12,2949,,,8.18562126159668,
12,2999,,,10.072511672973633,
12,3049,,,6.6622209548950195,
12,3099,,,6.0615081787109375,
12,3119,,,,8.496150970458984
12,3119,,8.093192100524902,,
13,3149,,,6.111440658569336,
13,3199,,,7.854624271392822,
13,3249,,,6.522243499755859,
13,3299,,,12.245400428771973,
13,3349,,,8.91413688659668,
13,3359,,,,8.608366966247559
13,3359,,8.013406753540039,,
14,3399,,,8.642459869384766,
14,3449,,,7.829615592956543,
14,3499,,,6.0298662185668945,
14,3549,,,8.513916015625,
14,3599,,,6.386293411254883,
14,3599,,,,8.543231964111328
14,3599,,7.9138031005859375,,
15,3649,,,8.279067993164062,
15,3699,,,9.639410018920898,
15,3749,,,7.105869293212891,
15,3799,,,7.301053524017334,
15,3839,,,,8.902297019958496
15,3839,,7.87644624710083,,
16,3849,,,7.8178253173828125,
16,3899,,,6.241101264953613,
16,3949,,,5.5593461990356445,
16,3999,,,6.812558650970459,
16,4049,,,7.660234451293945,
16,4079,,,,8.752065658569336
16,4079,,7.801275730133057,,
17,4099,,,6.582812309265137,
17,4149,,,7.989235877990723,
17,4199,,,9.495914459228516,
17,4249,,,6.3373212814331055,
17,4299,,,5.847782135009766,
17,4319,,,,8.518936157226562
17,4319,,7.721360683441162,,
18,4349,,,6.076799392700195,
18,4399,,,7.805222034454346,
18,4449,,,6.015406608581543,
18,4499,,,11.537647247314453,
18,4549,,,8.750215530395508,
18,4559,,,,8.750051498413086
18,4559,,7.729518890380859,,
19,4599,,,8.475400924682617,
19,4649,,,7.9243083000183105,
19,4699,,,5.493485450744629,
19,4749,,,8.391542434692383,
19,4799,,,4.337058067321777,
19,4799,,,,8.527353286743164
19,4799,,7.586885452270508,,
20,4849,,,8.47325325012207,
20,4899,,,9.104357719421387,
20,4949,,,6.257589340209961,
20,4999,,,7.348257064819336,
20,5039,,,,8.433390617370605
20,5039,,7.5680742263793945,,
21,5049,,,7.865925312042236,
21,5099,,,5.585291862487793,
21,5149,,,5.181179046630859,
21,5199,,,6.5066680908203125,
21,5249,,,7.39302921295166,
21,5279,,,,8.715360641479492
21,5279,,7.458138465881348,,
22,5299,,,6.643205642700195,
22,5349,,,7.565733432769775,
22,5399,,,8.977462768554688,
22,5449,,,6.622373104095459,
22,5499,,,5.7912092208862305,
22,5519,,,,8.416849136352539
22,5519,,7.411219596862793,,
23,5549,,,5.702753067016602,
23,5599,,,7.224060535430908,
23,5649,,,5.468904495239258,
23,5699,,,10.804777145385742,
23,5749,,,8.498648643493652,
23,5759,,,,8.753588676452637
23,5759,,7.38102912902832,,
24,5799,,,7.968958854675293,
24,5849,,,7.492023468017578,
24,5899,,,5.027085304260254,
24,5949,,,7.488402843475342,
24,5999,,,3.840292453765869,
24,5999,,,,8.349365234375
24,5999,,7.277135372161865,,
25,6000,7.743053913116455,,,
