,hidden_layer_1_neurons,hidden_layer_2_neurons,hidden_layer_3_neurons,total_hidden_neurons,neurons_per_layer,activation,model_ID,config_name,precision,bits_per_weight,dynamic_calibration,weight_only,metric,value,runtime,base_metric,relative,eval_run
0,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_quantized_MAE,9.109647160527398,pytorch,MAE,False,1.0
1,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_quantized_MAE,9.092921331482795,pytorch,MAE,False,1.0
2,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_relative_MAE,1.0019496138003807,pytorch,MAE,True,1.0
3,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_relative_MAE,1.0001099774614073,pytorch,MAE,True,1.0
4,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_quantized_model_size,31137.0,pytorch,model_size,False,1.0
5,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_quantized_model_size,31137.0,pytorch,model_size,False,1.0
6,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_quantized_median_latency,0.0004218555986881256,pytorch,median_latency,False,1.0
7,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_quantized_median_latency,0.0005146153271198273,pytorch,median_latency,False,1.0
8,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_quantized_p95_latency,0.00043439362198114393,pytorch,p95_latency,False,1.0
9,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_quantized_p95_latency,0.0005238745361566544,pytorch,p95_latency,False,1.0
10,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_quantized_p99_latency,0.0004420709609985351,pytorch,p99_latency,False,1.0
11,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_quantized_p99_latency,0.0005478421598672866,pytorch,p99_latency,False,1.0
12,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_relative_model_size,0.25,pytorch,model_size,True,1.0
13,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_relative_model_size,0.25,pytorch,model_size,True,1.0
14,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_relative_median_latency,2.800811248655133,pytorch,median_latency,True,1.0
15,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_relative_median_latency,3.4166676972162793,pytorch,median_latency,True,1.0
16,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_relative_p95_latency,2.692475007706366,pytorch,p95_latency,True,1.0
17,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_relative_p95_latency,3.247099000539157,pytorch,p95_latency,True,1.0
18,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,pytorch_relative_p99_latency,2.6698380514882065,pytorch,p99_latency,True,1.0
19,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,pytorch_relative_p99_latency,3.3086313593622667,pytorch,p99_latency,True,1.0
20,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,onnx_quantized_model_size,47079.0,onnx,model_size,False,1.0
21,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,onnx_quantized_model_size,,onnx,model_size,False,1.0
22,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,onnx_quantized_median_latency,0.00024768151342868805,onnx,median_latency,False,1.0
23,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,onnx_quantized_median_latency,,onnx,median_latency,False,1.0
24,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,onnx_quantized_p95_latency,0.0002562444657087326,onnx,p95_latency,False,1.0
25,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,onnx_quantized_p95_latency,,onnx,p95_latency,False,1.0
26,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,onnx_quantized_p99_latency,0.00025797855108976363,onnx,p99_latency,False,1.0
27,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,onnx_quantized_p99_latency,,onnx,p99_latency,False,1.0
28,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,onnx_relative_model_size,1.6343470110393667,onnx,model_size,True,1.0
29,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,onnx_relative_model_size,,onnx,model_size,True,1.0
30,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,onnx_relative_median_latency,1.302852159940429,onnx,median_latency,True,1.0
31,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,onnx_relative_median_latency,,onnx,median_latency,True,1.0
32,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,onnx_relative_p95_latency,1.284353632259197,onnx,p95_latency,True,1.0
33,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,onnx_relative_p95_latency,,onnx,p95_latency,True,1.0
34,197,64,35,296,"[197, 64, 35]",gelu,model_1,Int8WeightOnlyConfig,int8,8.0,False,True,onnx_relative_p99_latency,1.273328419032356,onnx,p99_latency,True,1.0
35,197,64,35,296,"[197, 64, 35]",gelu,model_1,Float8WeightOnlyConfig,float8,8.0,False,True,onnx_relative_p99_latency,,onnx,p99_latency,True,1.0
