,hidden_layer_1_neurons,hidden_layer_2_neurons,hidden_layer_3_neurons,total_hidden_neurons,neurons_per_layer,activation,model_ID,config_name,precision,bits_per_weight,dynamic_calibration,weight_only,metric,value,runtime,base_metric,relative,eval_run
0,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_quantized_MAE,10.08538571462694,pytorch,MAE,False,1.0
1,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_quantized_MAE,10.206909323232082,pytorch,MAE,False,1.0
2,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_quantized_MAE,10.097228250297194,pytorch,MAE,False,1.0
3,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_relative_MAE,1.000429143224981,pytorch,MAE,True,1.0
4,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_relative_MAE,1.0124837897282009,pytorch,MAE,True,1.0
5,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_relative_MAE,1.001603874479634,pytorch,MAE,True,1.0
6,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_quantized_model_size,39219.0,pytorch,model_size,False,1.0
7,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_quantized_model_size,39219.0,pytorch,model_size,False,1.0
8,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_quantized_model_size,39219.0,pytorch,model_size,False,1.0
9,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_quantized_median_latency,0.0004723435267806053,pytorch,median_latency,False,1.0
10,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_quantized_median_latency,0.0005877502262592316,pytorch,median_latency,False,1.0
11,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_quantized_median_latency,0.007459918037056923,pytorch,median_latency,False,1.0
12,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_quantized_p95_latency,0.00048231035470962523,pytorch,p95_latency,False,1.0
13,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_quantized_p95_latency,0.0005955439060926438,pytorch,p95_latency,False,1.0
14,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_quantized_p95_latency,0.007717073429375884,pytorch,p95_latency,False,1.0
15,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_quantized_p99_latency,0.0004846491664648056,pytorch,p99_latency,False,1.0
16,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_quantized_p99_latency,0.0006110628508031367,pytorch,p99_latency,False,1.0
17,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_quantized_p99_latency,0.010097263790667057,pytorch,p99_latency,False,1.0
18,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_relative_model_size,0.25,pytorch,model_size,True,1.0
19,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_relative_model_size,0.25,pytorch,model_size,True,1.0
20,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_relative_model_size,0.25,pytorch,model_size,True,1.0
21,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_relative_median_latency,3.0073170587084266,pytorch,median_latency,True,1.0
22,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_relative_median_latency,3.742088504390828,pytorch,median_latency,True,1.0
23,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_relative_median_latency,47.49581077635535,pytorch,median_latency,True,1.0
24,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_relative_p95_latency,2.8669411760798154,pytorch,p95_latency,True,1.0
25,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_relative_p95_latency,3.5400221659523448,pytorch,p95_latency,True,1.0
26,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_relative_p95_latency,45.87169932693892,pytorch,p95_latency,True,1.0
27,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_relative_p99_latency,2.843344002127858,pytorch,p99_latency,True,1.0
28,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_relative_p99_latency,3.5849889197744456,pytorch,p99_latency,True,1.0
29,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_relative_p99_latency,59.23871621716871,pytorch,p99_latency,True,1.0
30,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_quantized_MAE,9.811963695910105,pytorch,MAE,False,2.0
31,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_quantized_MAE,9.911228427546044,pytorch,MAE,False,2.0
32,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_quantized_MAE,9.819212937736332,pytorch,MAE,False,2.0
33,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_relative_MAE,1.0002552014812351,pytorch,MAE,True,2.0
34,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_relative_MAE,1.0103744872042217,pytorch,MAE,True,2.0
35,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_relative_MAE,1.0009942066455633,pytorch,MAE,True,2.0
36,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_quantized_model_size,39219.0,pytorch,model_size,False,2.0
37,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_quantized_model_size,39219.0,pytorch,model_size,False,2.0
38,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_quantized_model_size,39219.0,pytorch,model_size,False,2.0
39,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_quantized_median_latency,0.0004266807809472084,pytorch,median_latency,False,2.0
40,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_quantized_median_latency,0.000519951805472374,pytorch,median_latency,False,2.0
41,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8DynamicActivationInt8WeightConfig,int8,8.0,True,False,pytorch_quantized_median_latency,0.0074702054262161255,pytorch,median_latency,False,2.0
42,128,178,32,338,"[128, 178, 32]",elu,model_1,Int8WeightOnlyConfig,int8,8.0,False,False,pytorch_quantized_p95_latency,0.00043746083974838257,pytorch,p95_latency,False,2.0
43,128,178,32,338,"[128, 178, 32]",elu,model_1,Float8WeightOnlyConfig,float8,8.0,False,False,pytorch_quantized_p95_latency,0.0005270236171782017,pytorch,p95_latency,False,2.0
