epoch,step,test_loss,train_loss_epoch,train_loss_step,valid_loss
0,49,,,30.939674377441406,
0,99,,,34.96506118774414,
0,149,,,28.577110290527344,
0,199,,,23.283262252807617,
0,239,,,,19.965463638305664
0,239,,28.62396240234375,,
1,249,,,18.01577377319336,
1,299,,,13.362321853637695,
1,349,,,9.996761322021484,
1,399,,,10.074335098266602,
1,449,,,11.406328201293945,
1,479,,,,10.31968879699707
1,479,,13.956399917602539,,
2,499,,,9.263481140136719,
2,549,,,7.987915992736816,
2,599,,,11.690393447875977,
2,649,,,8.349223136901855,
2,699,,,8.201408386230469,
2,719,,,,9.368696212768555
2,719,,10.040945053100586,,
3,749,,,7.027639389038086,
3,799,,,8.017261505126953,
3,849,,,7.690549850463867,
3,899,,,13.203207015991211,
3,949,,,9.309112548828125,
3,959,,,,9.42343807220459
3,959,,9.460609436035156,,
4,999,,,9.215780258178711,
4,1049,,,8.608665466308594,
4,1099,,,6.851489543914795,
4,1149,,,9.806455612182617,
4,1199,,,12.91871166229248,
4,1199,,,,9.112432479858398
4,1199,,9.171635627746582,,
5,1249,,,9.581568717956543,
5,1299,,,10.977299690246582,
5,1349,,,7.433998107910156,
5,1399,,,8.472736358642578,
5,1439,,,,9.546246528625488
5,1439,,8.921257972717285,,
6,1449,,,9.839149475097656,
6,1499,,,6.244687080383301,
6,1549,,,6.006015300750732,
6,1599,,,7.124297618865967,
6,1649,,,8.672348976135254,
6,1679,,,,9.374279975891113
6,1679,,8.771371841430664,,
7,1699,,,7.676017761230469,
7,1749,,,8.19424819946289,
7,1799,,,10.558778762817383,
7,1849,,,6.874516487121582,
7,1899,,,6.692599296569824,
7,1919,,,,9.809464454650879
7,1919,,8.62759780883789,,
8,1949,,,5.934401512145996,
8,1999,,,7.659144401550293,
8,2049,,,7.005941390991211,
8,2099,,,12.502156257629395,
8,2149,,,8.963248252868652,
8,2159,,,,9.363605499267578
8,2159,,8.533185958862305,,
9,2199,,,8.53991985321045,
9,2249,,,8.51569938659668,
9,2299,,,6.0848188400268555,
9,2349,,,8.795353889465332,
9,2399,,,10.503951072692871,
9,2399,,,,9.269062042236328
9,2399,,8.422152519226074,,
10,2449,,,9.635046005249023,
10,2499,,,10.005372047424316,
10,2549,,,7.40952205657959,
10,2599,,,7.53131103515625,
10,2639,,,,9.165878295898438
10,2639,,8.327877044677734,,
11,2649,,,9.008660316467285,
11,2699,,,5.845502853393555,
11,2749,,,5.755584239959717,
11,2799,,,6.5641984939575195,
11,2849,,,8.120445251464844,
11,2879,,,,8.989282608032227
11,2879,,8.251936912536621,,
12,2899,,,7.378234386444092,
12,2949,,,7.960543155670166,
12,2999,,,10.496583938598633,
12,3049,,,6.800148010253906,
12,3099,,,6.25125789642334,
12,3119,,,,8.81954574584961
12,3119,,8.15829849243164,,
13,3149,,,5.7015061378479,
13,3199,,,7.283796310424805,
13,3249,,,5.980875492095947,
13,3299,,,11.936741828918457,
13,3349,,,8.341063499450684,
13,3359,,,,8.72421932220459
13,3359,,8.081984519958496,,
14,3399,,,8.347678184509277,
14,3449,,,7.902276992797852,
14,3499,,,5.627460479736328,
14,3549,,,8.497625350952148,
14,3599,,,10.337454795837402,
14,3599,,,,8.596048355102539
14,3599,,8.011014938354492,,
15,3649,,,8.578478813171387,
15,3699,,,9.421579360961914,
15,3749,,,6.769928455352783,
15,3799,,,6.977527618408203,
15,3839,,,,8.508087158203125
15,3839,,7.908336639404297,,
16,3849,,,8.472431182861328,
16,3899,,,5.468870639801025,
16,3949,,,6.090580940246582,
16,3999,,,6.229639053344727,
16,4049,,,8.180849075317383,
16,4079,,,,8.723480224609375
16,4079,,7.85729455947876,,
17,4099,,,7.387933731079102,
17,4149,,,7.52482271194458,
17,4199,,,9.755382537841797,
17,4249,,,6.6595540046691895,
17,4299,,,5.574445724487305,
17,4319,,,,8.763699531555176
17,4319,,7.777541637420654,,
18,4349,,,5.636352062225342,
18,4399,,,8.041396141052246,
18,4449,,,5.654078006744385,
18,4499,,,11.895912170410156,
18,4549,,,7.867875099182129,
18,4559,,,,8.475590705871582
18,4559,,7.664469242095947,,
19,4599,,,8.339997291564941,
19,4649,,,7.630606174468994,
19,4699,,,5.259164810180664,
19,4749,,,8.1753568649292,
19,4799,,,7.892762660980225,
19,4799,,,,8.226423263549805
19,4799,,7.667486190795898,,
20,4849,,,8.55141544342041,
20,4899,,,9.253116607666016,
20,4949,,,6.624903202056885,
20,4999,,,7.175136566162109,
20,5039,,,,8.324554443359375
20,5039,,7.559632301330566,,
21,5049,,,7.897667407989502,
21,5099,,,4.984140872955322,
21,5149,,,5.386499404907227,
21,5199,,,6.109947681427002,
21,5249,,,8.113750457763672,
21,5279,,,,8.73974895477295
21,5279,,7.5067524909973145,,
22,5299,,,6.880187511444092,
22,5349,,,7.002247333526611,
22,5399,,,9.764557838439941,
22,5449,,,6.990086555480957,
22,5499,,,4.918979167938232,
22,5519,,,,8.472959518432617
22,5519,,7.40604829788208,,
23,5549,,,5.603956699371338,
23,5599,,,7.603692531585693,
23,5649,,,5.355454444885254,
23,5699,,,11.800054550170898,
23,5749,,,8.170299530029297,
23,5759,,,,8.534842491149902
23,5759,,7.356414318084717,,
24,5799,,,7.940044403076172,
24,5849,,,6.479085922241211,
24,5899,,,5.086789608001709,
24,5949,,,7.956687927246094,
24,5999,,,6.081596851348877,
24,5999,,,,8.641249656677246
24,5999,,7.287014007568359,,
25,6000,8.163861274719238,,,
