epoch,step,test_loss,train_loss_epoch,train_loss_step,valid_loss
29,7199,,,,8.659447589048435
29,7199,,7.599494187493964,,
30,7249,,,9.24043384011356,
30,7299,,,9.198236389121547,
30,7349,,,6.91167703023762,
30,7399,,,6.683039917527581,
30,7439,,,,8.305857893951705
30,7439,,7.592345503660638,,
31,7449,,,8.663829287980695,
31,7499,,,5.02490814896508,
31,7549,,,6.1541062366949175,
31,7599,,,6.335159696358364,
31,7649,,,8.897889819212061,
31,7679,,,,8.207807852256721
31,7679,,7.525131057173697,,
32,7699,,,6.467252411188018,
32,7749,,,7.0179226297473685,
32,7799,,,9.207866715727306,
32,7849,,,7.306841110481867,
32,7899,,,5.912936929145549,
32,7919,,,,8.18565825560062
32,7919,,7.491698743916293,,
33,7949,,,6.350382771148253,
33,7999,,,7.459373931849446,
33,8049,,,5.353082130351486,
33,8099,,,9.982129343473858,
33,8149,,,8.345476545763919,
33,8159,,,,8.31044662324901
33,8159,,7.440446989969372,,
34,8199,,,8.358709288680302,
34,8249,,,7.240347242376243,
34,8299,,,6.236220870059558,
34,8349,,,7.936491906952663,
34,8399,,,9.86307046160519,
34,8399,,,,8.068931109265943
34,8399,,7.419128482472635,,
35,8449,,,9.017466353505368,
35,8499,,,9.426916107354412,
35,8549,,,6.337885768850569,
35,8599,,,6.228188637036999,
35,8639,,,,7.9072207478168615
35,8639,,7.365536529867105,,
36,8649,,,8.335037930693124,
36,8699,,,5.095407790989878,
36,8749,,,6.468089924637864,
36,8799,,,6.256756762905393,
36,8849,,,8.8373923214928,
36,8879,,,,7.910423393364841
36,8879,,7.356199735879115,,
37,8899,,,6.5019310602319464,
37,8949,,,7.247855699123507,
37,8999,,,9.512525744526746,
37,9049,,,6.354117853314488,
37,9099,,,5.842389991290745,
37,9119,,,,7.768990587826447
37,9119,,7.276325635804372,,
38,9149,,,5.902317943774848,
38,9199,,,7.548603103981241,
38,9249,,,5.226574889853888,
38,9299,,,10.415164457655326,
38,9349,,,8.324250366052762,
38,9359,,,,7.619036944632078
38,9359,,7.25925145650943,,
39,9399,,,7.710870184672141,
39,9449,,,7.340503848985348,
39,9499,,,6.1753873755532815,
39,9549,,,8.061043537119993,
39,9599,,,9.116144726269058,
39,9599,,,,7.546548815021757
39,9599,,7.199410350743512,,
40,9649,,,8.93564025880195,
40,9699,,,9.163735783251461,
40,9749,,,5.625331537941021,
40,9799,,,6.3797193141560005,
40,9839,,,,7.692453189465438
40,9839,,7.157705510394628,,
41,9849,,,8.157188776607828,
41,9899,,,4.71304211464803,
41,9949,,,5.496240568722513,
41,9999,,,5.761511189189465,
41,10049,,,8.516108797175047,
41,10079,,,,7.615460105720705
41,10079,,7.112960673810067,,
42,10099,,,5.926485183960825,
42,10149,,,6.657665567705355,
42,10199,,,9.214595491471998,
42,10249,,,6.962077098693317,
42,10299,,,5.442067822320789,
42,10319,,,,7.553670824342383
42,10319,,7.110461043914536,,
43,10349,,,5.247694076275712,
43,10399,,,7.213969643748852,
43,10449,,,5.395553295969314,
43,10499,,,9.937717107777985,
43,10549,,,8.308614834674003,
43,10559,,,,7.509270559199969
43,10559,,7.018071067809322,,
44,10599,,,7.57574477704013,
44,10649,,,6.964716413295514,
44,10699,,,5.982088906247373,
44,10749,,,8.276483886057107,
44,10799,,,8.764633080587364,
44,10799,,,,7.568492376776516
44,10799,,6.989781597897069,,
45,10849,,,8.112344963928427,
45,10899,,,9.281830100388486,
45,10949,,,5.407496779946744,
45,10999,,,6.132091942959455,
45,11039,,,,7.508488052765909
45,11039,,6.943890067856779,,
46,11049,,,8.045381074937252,
46,11099,,,4.943186972284977,
46,11149,,,5.123241516939312,
46,11199,,,5.691429067031066,
46,11249,,,7.859733007135746,
46,11279,,,,7.465918121979953
46,11279,,6.956029052233002,,
47,11299,,,5.88273592738278,
47,11349,,,6.490548070143149,
47,11399,,,8.85455798384071,
47,11449,,,6.8620361195310515,
47,11499,,,5.841070237400453,
47,11519,,,,7.496510131008579
47,11519,,6.8644898248698825,,
48,11549,,,5.194999153428002,
48,11599,,,6.739521114184605,
48,11649,,,5.382728343979297,
48,11699,,,10.044378839642809,
48,11749,,,8.22188228914711,
48,11759,,,,7.472747798897157
48,11759,,6.859166390810148,,
49,11799,,,7.605203999974222,
49,11849,,,6.842292462295634,
49,11899,,,5.97483944264832,
49,11949,,,8.379495615188677,
49,11999,,,8.292227100359689,
49,11999,,,,7.387206384808362
49,11999,,6.882288028762808,,
50,12049,,,7.999931610265386,
50,12099,,,8.936684039284174,
50,12149,,,5.041838299781407,
50,12199,,,6.329344795072176,
50,12239,,,,7.424893853689076
50,12239,,6.785466458277205,,
51,12249,,,7.348034660685052,
51,12299,,,4.814390857775075,
51,12349,,,4.80407039892635,
51,12399,,,5.242690060773187,
51,12449,,,8.008615085263262,
51,12479,,,,7.46969868288103
51,12479,,6.735815684707766,,
52,12499,,,5.6578759657980715,
52,12549,,,6.474049056713147,
52,12599,,,8.415415357183086,
52,12649,,,7.937891984441643,
52,12699,,,5.683684101652151,
52,12719,,,,7.425036632986898
52,12719,,6.758536619708692,,
53,12749,,,4.881490263166865,
53,12799,,,6.869470437872012,
53,12849,,,5.317766500482815,
53,12899,,,9.475588639739488,
53,12949,,,7.8964020212137225,
53,12959,,,,7.366389692400671
53,12959,,6.714223277244714,,
54,12999,,,7.54384317452518,
54,13049,,,6.614757549921643,
54,13099,,,5.864784867108335,
54,13149,,,7.742172627748781,
54,13199,,,7.73117658182242,
54,13199,,,,7.282183138070159
54,13199,,6.687465887850278,,
55,13249,,,8.025278888856914,
55,13299,,,8.83473931596372,
55,13349,,,5.2462547596189415,
55,13399,,,6.23620307524472,
55,13439,,,,7.253903235837075
55,13439,,6.643764745501817,,
56,13449,,,7.106094068134514,
56,13499,,,4.4077429317290555,
56,13549,,,5.770884817942884,
56,13599,,,5.402828527685564,
56,13649,,,7.984636345737597,
56,13679,,,,7.291799385714273
56,13679,,6.638720966234805,,
57,13699,,,5.549246942051757,
57,13749,,,6.341178761023064,
57,13799,,,8.46276200470335,
57,13849,,,7.302201292970205,
57,13899,,,5.464152338348159,
57,13919,,,,7.153085364089834
57,13919,,6.578895507630545,,
58,13949,,,4.890199398981572,
58,13999,,,6.652373330648269,
58,14049,,,5.032013344745589,
58,14099,,,9.056041372164525,
58,14149,,,7.827958370126367,
58,14159,,,,7.263320965086587
58,14159,,6.546588629234994,,
59,14199,,,7.155086123695092,
59,14249,,,6.845000057531893,
59,14299,,,5.634930161722309,
59,14349,,,7.857663635952861,
59,14399,,,7.102646169585995,
59,14399,,,,7.199845842935182
59,14399,,6.5193189204010755,,
60,14449,,,8.210529142130778,
60,14499,,,8.641508784000855,
60,14549,,,4.803729289394229,
60,14599,,,5.798198100202335,
60,14639,,,,7.18519823558614
60,14639,,6.475607367794538,,
61,14649,,,6.883077399797962,
61,14699,,,4.210642969211044,
61,14749,,,4.911306353193002,
61,14799,,,4.926208673353386,
61,14849,,,7.635383402100555,
61,14879,,,,7.1546964979676355
61,14879,,6.466923396544316,,
62,14899,,,5.275937268989736,
62,14949,,,5.9440847688015115,
62,14999,,,7.885116482720446,
62,15049,,,7.534816532918641,
62,15099,,,5.686955356694683,
62,15119,,,,7.129502923644878
62,15119,,6.44903822387799,,
63,15149,,,4.648949263234874,
63,15199,,,6.783637194909046,
63,15249,,,5.068369591897914,
63,15299,,,9.161736609483043,
63,15349,,,7.501676896655859,
63,15359,,,,7.068203134698506
63,15359,,6.398202088839998,,
64,15399,,,7.420431038883442,
64,15449,,,6.986458631061845,
64,15499,,,5.318108103762892,
64,15549,,,7.919507878997306,
64,15599,,,6.762991090823183,
64,15599,,,,7.209982570968758
64,15599,,6.374148297790353,,
65,15649,,,8.621266499634697,
65,15699,,,8.338341617787865,
65,15749,,,4.561730855766439,
65,15799,,,5.891711848076573,
65,15839,,,,7.0182701227385955
65,15839,,6.361376064102629,,
66,15849,,,6.405299697886751,
66,15899,,,3.868171023082284,
66,15949,,,4.578341377033947,
66,15999,,,4.902282645566613,
66,16049,,,7.598796754630659,
66,16079,,,,7.197046860931596
66,16079,,6.35439428770612,,
67,16099,,,5.505174375081118,
67,16149,,,6.528500829567671,
67,16199,,,7.572543793215339,
67,16249,,,6.85341350590067,
67,16299,,,5.019247181225153,
67,16319,,,,7.3447374758733455
67,16319,,6.313364588340109,,
68,16349,,,4.396230143315853,
68,16399,,,6.722135148587375,
68,16449,,,4.921899376584983,
68,16499,,,8.383943422194541,
68,16549,,,7.9037153325992175,
68,16559,,,,7.11839715590485
68,16559,,6.306722521765242,,
69,16599,,,7.313166931259939,
69,16649,,,6.634810975772058,
69,16699,,,5.239634050423657,
69,16749,,,7.79447123462097,
69,16799,,,6.476263716147491,
69,16799,,,,7.16908682570645
69,16799,,6.2655062814932725,,
70,16849,,,8.386401807297473,
70,16899,,,8.710866650030049,
70,16949,,,4.61241780547937,
70,16999,,,5.580444439007551,
70,17039,,,,6.924174210772766
70,17039,,6.242598783084402,,
71,17049,,,6.134243839787434,
71,17099,,,4.0153841494769535,
71,17149,,,5.337879731969241,
71,17199,,,4.960778746117892,
71,17249,,,7.428767773734995,
71,17279,,,,6.91584702247772
71,17279,,6.221303182354888,,
72,17299,,,5.24862186456081,
72,17349,,,6.167252088691972,
72,17399,,,7.651192624606613,
72,17449,,,7.095947325676092,
72,17499,,,5.779144417828595,
72,17519,,,,7.040350241341313
72,17519,,6.20242416193392,,
73,17549,,,4.483964435570911,
73,17599,,,6.676009368640941,
73,17649,,,4.999321153485047,
73,17699,,,9.252834157880162,
73,17749,,,7.698855460906902,
73,17759,,,,7.165415313101255
73,17759,,6.2302085004539745,,
74,17799,,,7.080210112021634,
74,17849,,,7.411823015436022,
74,17899,,,5.673557259271832,
74,17949,,,7.714854498142169,
74,17999,,,6.147094394077503,
74,17999,,,,7.252646719567795
74,17999,,6.160184581259383,,
75,18049,,,8.225407020295798,
75,18099,,,8.497481962112703,
75,18149,,,4.623397946302848,
75,18199,,,5.488112115138159,
75,18239,,,,6.9855166689976125
75,18239,,6.150342476673298,,
76,18249,,,5.829673468981052,
76,18299,,,3.722716782888888,
76,18349,,,5.040783516965488,
76,18399,,,4.452783750945649,
76,18449,,,7.635562009881832,
76,18479,,,,6.956517672594081
76,18479,,6.109465214714598,,
77,18480,6.342796636584408,,,
